"id","latitude","longitude","addr:city","addr:country","addr:district","addr:full","addr:housename","addr:housenumber","addr:interpolation","addr:number","addr:postcode","addr:street","addr:street:source","alcohol","alt_name","amenity","artwork_type","atm","bicycle:repair","books","brand","building","car_repair","clothes","contact:email","contact:facebook","contact:website","craft","created_by","cuisine","description","designation","diaper","diet:gluten_free","dispensing","distillery","disused:amenity","disused:name","disused:shop","doityourself","email","facebook","fair_trade","fax","fee","female","fhrs:id","fish","from","gallery","healthcare","healthcare:speciality","lawyer","leisure","level","male","massage","medical_system","music","music_genre","name","note","office","old_name","old_old_name","opening_hours","opening_hours:url","operator","organic","payment:bitcoin","phone","religion","rental","repair","retail","roof:levels","second_hand","self_service","service","service:bicycle:rental","service:bicycle:repair","service:bicycle:retail","service:bicycle:second_hand","shop","source","source:shop","tailor:alteration_service","toilets:wheelchair","tourism","trade","twitter","type","uk_postcode_centroid","unisex","url","vending","web","website","wheelchair","wheelchair:description","wholesale"
"node/4208947697",55.9709823,-3.1861029,,,,,,"9C",,,,"Elizafield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorval Lighting",,,,,,,,,,"+44 131 554 8950",,,,,,,,,,,,,"doityourself","survey",,,,,,,,,,,,,"http://www.dorvallighting.co.uk/",,,
"node/4208947699",55.9710152,-3.1859414,,,,,,"9B",,,,"Elizafield",,,,,,,,,,,,,,,,,,,"Fire extinguisher sale, recharge and care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forth Fire Protection",,,,,,,,,,"+44 131 553 5608",,,,,,,,,,,,,"yes","survey",,,,,,,,,,,,,"http://www.forthfireprotection.co.uk/",,,
"node/4208947712",55.9704524,-3.1852357,,,,,,"5",,,,"Elizafield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SRS Auto Parts",,,,,,,,,,"+44 131 554 5559",,,,,,,,,,,,,"car_parts","survey",,,,,,,,,,,,,"http://www.srsautoparts.co.uk/",,,
"node/4208947714",55.9710489,-3.1857759,,,,,,"9A",,,,"Elizafield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TX 123 Garage Services",,,,,,,,,,"+44 131 553 1010",,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,,,,
"node/4209076898",55.9710321,-3.1869857,,,,,,"62B",,,,"Newhaven Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,"Sinclair's",,,,,,,,,,"+44 131 554 8300",,,,,,,,,,,,,"interior_decoration","survey",,,,,,,,,,,,,"http://www.sinclairs.uk.com/",,,
"node/4212170894",55.9380966,-3.1950917,,,,,,"36",,,,"Marchmont Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson & Paterson decorators",,,,,,,,,,"+44 131 664 3344",,,,,,,,,,,,,"interior_decoration","survey",,,,,,,,,,,,,"http://www.hendersonandpaterson.co.uk/",,,
"node/4212170902",55.9380545,-3.1950824,,,,,,"38",,,,"Marchmont Road",,,,,,,,,,,,,,,,,,,"Nestival provide large student style properties for rent during the Edinburgh Festival each year.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nestival",,,,,,,,,,"+44 131 622 2213",,,,,,,,,,,,,"estate_agent","survey",,,,,,,,,,,,,"http://www.nestival.co.uk/",,,
"node/4221765862",55.9705641,-3.1884457,,,,,,"22",,,,"Stewartfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edinburgh Carpet Whipping",,,,,,,,,,"+44 796 950 9655",,,,,,,,,,,,,"carpet","survey",,,,,,,,,,,,,"http://www.edinburghcarpetwhipping.com/",,,
"node/4221765863",55.9705116,-3.1874454,,,,,,"31-32",,,,"Stewartfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"framework.edinburgh@gmail.com",,,,,,,,,,,,,,,,,,,,"Framework Picture Frames",,,,,,,,,,"+44 131 561 4411",,,,,,,,,,,,,"frame","survey",,,,,,,,,,,,,"http://www.framework-edinburgh.co.uk/",,,
"node/4221765878",55.9703263,-3.1888801,,,,,,"21",,,,"Stewartfield",,,,,,,,,,,,,,,,,,,"Specialises in Mediterranean wrap bread, produced on site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+44 131 629 3833",,,,,,,,,,,,,"bakery","survey",,,,,,,,,,,,,"http://www.tazabake.co.uk/",,,
"node/4221766393",55.970221,-3.1879319,,,,,,"12",,,,"Stewartfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"leithoptical@fsmail.net",,,,,,,,,,,,,,,,,,,,"Leith Optical Company",,,,,,,,,,"+44 131 554 8316",,,,,,,,,,,,,"optician","survey",,,,,,,,,,,,,,,,
"node/4221766394",55.9704563,-3.1882644,,,,,,"24",,,,"Stewartfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newlands Piano",,,,,,,,,,"+44 785 412 0364",,,,,,,,,,,,,"musical_instrument","survey",,,,,,,,,,,,,"http://www.newlandsandco.com/",,,
"node/4221766397",55.9708382,-3.1879071,,,,,,"28",,,,"Stewartfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@specialcarebathrooms.co.uk",,,,,,,,,,,,,,,,,,,,"Special Care Bathrooms Ltd",,,,,,,,,,"+44 131 553 5505",,,,,,,,,,,,,"bathroom_furnishing","survey",,,,,,,,,,,,,"http://www.specialcarebathrooms.co.uk/",,,
"node/4221766398",55.9701716,-3.1886305,,,,,,"18-19",,,,"Stewartfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"asl@DofE.org",,,,,,,,,,,,,,,,,,,,"The Award Scheme Ltd",,,,,,,,,,"+44 131 553 5280",,,,,,,,,,,,,"yes","survey",,,,,,,,,,,,,"http://www.dofeshopping.org/",,,
"node/4221822011",55.9700148,-3.1874066,,,,,,"3",,,,"Stewartfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@amimage.co.uk",,,,,,,,,,,,,,,,,,,,"A & M Imaging",,,,,,,,,,"+44 131 553 3548",,,,,,,,,,,,,"photo","survey",,,,,,,,,,,,,"http://www.amimage.co.uk/",,,
"node/4221822013",55.969787,-3.1880806,,,,,,"4-9",,,,"Stewartfield",,,,,,,,,,,,,,,,,,,"Independent tool hire company: from small powered hand tools to ride on mini diggers",,,,,,,,,"rental_tools",,,,,,,,,,,,,,,,,,,,,"SR Tool Hire",,,,,,,,,,"+44 131 555 3500",,"machines",,,,,,,,,,,"doityourself","survey",,,,,,,,,,,,,,,,
"node/4221822014",55.9700677,-3.1873065,,,,,,"2",,,,"Stewartfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Wee Album Co.",,,,,,,,,,"+44 131 235 2341",,,,,,,,,,,,,"photo","survey",,,,,,,,,,,,,"http://www.the-wee-album-company.com/",,,
"node/4223627558",55.9687513,-3.1856755,,,,,,"199",,,,"Broughton Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"enquiries@idscot.co.uk",,,,,,,,,,,,,,,,,,,,"Industrial Doors Scotland",,,,,,,,,,"+44 131 553 6685",,,,,,,,,,,,,"trade","survey",,,,,,,,,,,,,"http://www.idscot.co.uk/",,,
"node/4223731432",55.9719697,-3.1869753,,,,,,"2",,,,"Graham Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@ashbrookmotors.com",,,,,,,,,,,,,,,,,,,,"Ashbrook Motor Services",,,,,,,,,,"+44 131 555 6515",,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,"http://www.ashbrookmotors.com/",,,
"node/4223731434",55.972302,-3.186447,,,,,,"4-6",,,,"Graham Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sales.edinburgh@cef.co.uk",,,,,,,,,,,,,,,,,,,,"City Electrical Factors",,,,,,,,,,"+44 131 553 5547",,,,,,,,,,,,,"electrical","survey",,,,,,,,,,,,,"http://www.cef.co.uk/branches/edinburgh",,,
"node/4223910379",55.9722989,-3.1857152,,,,,,"50",,,,"West Bowling Green Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A&R Coachworks",,,,,,,,,,"+44 131 553 2649",,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,,,,
"node/4223910380",55.9723254,-3.1855726,,,,,,"48",,,,"West Bowling Green Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sales@doricmor.com",,,,,,,,,,,,,,,,,,,,"Doricmor",,,,,,,,,,"+44 131 553 2772",,,,,,,,,,,,,"art","survey",,,,,,,,,,,,,"http://yourdoricmor.com/",,,
"node/4223910381",55.9727223,-3.1832892,,,,,,"26-28",,,,"West Bowling Green Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"enquiries@edinburgharts.com",,,,,,,,,,,,,,,,,,,,"Edinburgh Arts & Picture Framers",,,,,,,,,,"+44 131 555 1235",,,,,,,,,,,,,"art","Bing",,,,,,,,,,,,,"http://edinburgharts.com/",,,
"node/4223910792",55.9724097,-3.1849535,,,,,,"42",,,,"West Bowling Green Street",,,,,,,,,,,,,,,,,,,"Also contains Eco Steam Valeting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kev's Cabs and Cars",,,,,,,,,,"+44 131 555 1513",,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,"http://ecosteamvaleting.co.uk/",,,
"node/4228032888",55.9718709,-3.1848676,,,,,,"47C",,,,"West Bowling Green Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C and G Garage",,,,,,,,,,"+44 131 554 9333",,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,,,,
"node/4228034914",55.9722054,-3.1831512,,,,,,"26",,,,"West Bowling Green Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott Coppola Electrical Distributors Ltd",,,,,,,,,,"+44 131 553 6611",,,,,,,,,,,,,"electronics","survey",,,,,,,,,,,,,,,,
"node/4228034915",55.9723587,-3.1825264,,,,,,"26",,,,"West Bowling Green Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott Coppola Electrical Distributors Ltd",,,,,,,,,,"+44 131 553 6611",,,,,,,,,,,,,"electronics","survey",,,,,,,,,,,,,,,,
"node/4228034916",55.9722593,-3.1834994,,,,,,"31",,,,"West Bowling Green Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@space31.co.uk",,,,,,,,,,,,,,,,,,,,"Space 31",,,,,,,,,,,,,,,,,,,,,,,"craft","survey",,,,,,,,,,,,,"http://www.space31.co.uk/",,,
"node/4228082890",55.9719071,-3.1858485,,,,,,"51",,,,"West Bowling Green Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TK Garage",,,,,,,,,,"+44 788 983 2780",,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,,,,
"node/4228171719",55.9728467,-3.182085,,,,,,"20/2",,,,"West Bowling Green Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dulux Decorator Centre",,,,,,,,,,"+44 131 554 5441",,,,,,,,,,,,,"paint","survey",,,,,,,,,,,,,"http://www.duluxdecoratorcentre.co.uk/stores/edinburgh",,,
"node/4228173694",55.9735222,-3.1820971,,,,,,"20/3-20/4",,,,"West Bowling Green Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howdens",,,,,,,,,,"+44 1315 536 518",,,,,,,,,,,,,"kitchen","survey",,,,,,,,,,,,,"https://www.howdens.com/",,,
"node/4233743282",55.9737077,-3.1843309,,,,,,"119-121",,,,"Pitt Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edinburgh Bacon Company",,,,,,,,,,"+44 131 554 9320",,,,,,,,,,,,,"butcher","Bing",,,,,,,,,,,,,,,,"only"
"node/4233748015",55.9734072,-3.1843468,,,,,,"118",,,,"Pitt Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Swochenski Motor Engineering",,,,,,,,,,"+44 131 555 3092",,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,"http://www.leith-garage.co.uk/",,,
"node/4233748016",55.9735452,-3.1835487,,,,,,"132",,,,"Pitt Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Decorator Centre",,,,,,,"Bell Decorating Group Ltd",,,"+44 131 553 3747",,,,,,,,,,,,,"interior_decoration","survey",,,,,,,,,,,,,"http://www.bell-group.co.uk/",,,
"node/4233748018",55.9736839,-3.1844945,,,,,,"117",,,,"Pitt Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zico's Garage",,,,,,,,,,"+44 131 553 2444",,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,,,,
"node/4234130834",55.9267307,-3.2328413,,,,,,"62C",,,,"Colinton Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WT Dunbar & Sons Funeral Directors",,,,,,,,,,,,,,,,,,,,,,,"funeral_directors","survey",,,,,,,,,,,,,,,,
"node/4235268579",55.9738626,-3.1832661,,,,,,"145",,,,"Pitt Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernard Brogan Ltd",,,,,,,"Brogan Fuels",,,"+44 131 554 5654",,,,,,,,,,,,,"energy","Bing",,,,,,,,,,,,,"http://www.brogans.co.uk/",,,
"node/4235377178",55.9745715,-3.1827409,,,,,,"77",,,,"Ferry Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costcutter",,,,,,,,,,"+44 131 554 2279",,,,,,,,,,,,,"convenience","Bing",,,,,,,,,,,,,,,,
"node/4241127305",55.9237854,-3.2366886,,,,,,"136",,,,"Colinton Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GB Tailoring",,,,,,,,,,,,,,,,,,,,,,,"tailor","survey",,,,,,,,,,,,,,,,
"node/4244624591",55.9238914,-3.2462428,,,,,,"1",,,,"Lanark Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark Motorchoice",,,,,,,,,,,,,,,,,,,,,,,"car","survey",,,,,,,,,,,,,,,,
"node/4244624592",55.9212604,-3.2431517,,,,,,"2",,,,"Craiglockhart Drive South",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Great Smoke Barber",,,,,,,,,,,,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,,,,
"node/4244624646",55.9212025,-3.2432885,,,,,,"2B",,,,"Craiglockhart Drive South",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotia Heating",,,,,,,,,,,,,,,,,,,,,,,"houseware","survey",,,,,,,,,,,,,,,,
"node/4244677473",55.9455033,-3.1861106,"Edinburgh",,,,,"25",,,"EH8 9BX","Nicolson Square",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One World Shop",,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,"https://www.oneworldshop.co.uk/",,,
"node/4246846268",55.9744347,-3.1858978,,,,,,"140",,,,"Ferry Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@bijou-hair.co.uk",,,,,,,,,,,,,,,,,,,,"Bijou Hair",,,,,,,,,,"+44 131 261 9719",,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,"http://bijou-hair.co.uk/",,,
"node/4246846285",55.9745692,-3.1849458,,,,,,"124B",,,,"Ferry Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mad & Crafty",,,,,,,,,,"+44 131 553 3857",,,,,,,,,,,,,"craft","survey",,,,,,,,,,,,,,,,
"node/4246874254",55.974986,-3.1851236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thompson's Motors",,,,,,,,,,,,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,,,,
"node/4256713167",55.9719024,-3.1523287,,,,,,"1",,,,"Seafield Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dreams",,,,,,,,,,"+44 131 553 0213",,,,,,,,,,,,,"bed","survey",,,,,,,,,,,,,"http://www.dreams.co.uk/store/edinburgh/",,,
"node/4256713168",55.9734896,-3.1571475,,,,,,"67",,,,"Salamander Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redpath and McLean Motor Company",,,,,,,,,,,,,,,,,,,,,,,"car","survey",,,,,,,,,,,,,,,,
"node/4256713169",55.9714958,-3.1526215,,,,,,"126A",,,,"Salamander Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polska Chata Cottage Shop",,,,,,,,,,,,,,,,,,,,,,,"supermarket","survey",,,,,,,,,,,,,,,,
"node/4256713175",55.9726544,-3.1549669,"Edinburgh","GB",,,,"77",,,,"Salamander Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Masons Mortar",,,,,,,,,,,,,,,,,,,,,,,"doityourself","survey",,,,,,,,,,,,,"http://www.masonsmortar.co.uk/",,,
"node/4256713179",55.9711326,-3.1498446,,,,,,"7",,,,"Seafield Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shell Leith Garage Shop",,,,,,,,,,,,,,,,,,,,,,,"kiosk","survey",,,,,,,,,,,,,,,,
"node/4258036296",55.9686443,-3.1837485,,,,,,"167",,,,"Bonnington Road",,,,,,,,,,,,,,,,,,,"repair, tyres, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATS Euromaster",,,,,,,,,,,,,,,,,,"repair",,,,,"car_repair","survey",,,,,,,,,,,,,,,,
"node/4258036297",55.9688505,-3.1838802,,,,,,"169",,,,"Bonnington Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cloth Shop",,,,,,,,,,,,,,,,,,,,,,,"fabric","survey",,,,,,,,,,,,,,,,
"node/4258036298",55.9688018,-3.1832412,,,,,,"165",,,,"Bonnington Road",,,,,,,,,,,,,,,,,,,"sell goods for skiing, snowboarding, surfing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Freeze Pro Shop",,,,,,,,,,"+44 131 260 9677",,,,,,,,,,,,,"sports","survey",,,,,,,,,,,,,"https://www.freezeproshop.com/",,,
"node/4258036300",55.9689988,-3.1835019,,,,,,"169A",,,,"Bonnington Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnstone's Decorating Centre",,,,,,,,,,,,,,,,,,,,,,,"paint","survey",,,,,,,,,,,,,,,,
"node/4259458905",55.9538773,-3.2006354,,,,,,"53",,,,"Frederick Street",,,,,,,,,,,,,,,,,,,"Hairdressing and beauty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Angus Gordon",,,,,"Tu-We 09:00-18:00; Th 09:00-19:00; Fr 09:00-18:00; Sa 08:00-15:00",,,,,"+44 131 225 1978",,,,,,,,,,,,,"hairdresser","survey",,,,,,,,,,,,,"http://www.angusgordon.co.uk/",,,
"node/4259967404",55.930426,-3.175983,,,,,,"61A-63",,,,"Mayfield Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaur's Nails & Beauty",,,,,"Mo-We 10:00-18:00; Th-Fr 10:00-19:00; Sa 10:00-18:00",,,,,"+44 131 629 1240",,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,"http://www.kaursnails.co.uk/",,,
"node/4260152216",55.9525012,-3.2258085,,,,,,"1A",,,,"Ravelston Place",,,"Ravelston Motor Company",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Witherspoons Motor Services",,,,,"Mo-Fr 08:00-17:30",,,,,"+44 131 332 5880",,,,,,,,,,,,,"car_repair","Bing",,,,,,,,,,,,,"http://www.witherspoonmotorservices.co.uk/",,,
"node/4262058200",55.9420778,-3.1085481,,,,,,"46",,,,"Magdalene Drive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A1 Store",,,,,,,,,,"+44 131 669 3649",,,,,,,,,,,,,"convenience","survey",,,,,,,,,,,,,,,,
"node/4266847692",55.8826356,-3.3393187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hairdresser",,,,,,,,,,,,,,,,,
"node/4267914561",55.9159377,-3.240459,,,,,,"253A",,,,"Colinton Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"T.T. Construction",,,,,,,,,,"+44 131 667 9495",,,,,,,,,,,,,"trade","survey",,,,,"building_supplies",,,,,,,,"http://www.ttconstruction.co.uk/",,,
"node/4272244518",55.9431805,-3.4078025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Car Deal Warehouse",,,,,,,,,,,,,,,,"only",,,,,,,"car","survey",,,,,,,,,,,,,,,,
"node/4272244519",55.9421171,-3.4087109,,,,,,,,,,,,,,,,,,,"BMW Mini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eastern BMW",,,,,,,,,,,,,,,,,,,,,,,"car","survey",,,,,,,,,,,,,,,,
"node/4272244520",55.9415847,-3.4051033,,,,,,,,,,,,,,,,,,,"Land Rover;Range Rover",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pentland Land Rover",,,,,,,,,,,,,,,,,,,,,,,"car","survey",,,,,,,,,,,,,,,,
"node/4272244521",55.9425194,-3.4076221,,,,,,,,,,,,,,,,,,,"Volkswagen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Western Volkswagen",,,,,,,,,,,,,,,,,,,,,,,"car","survey",,,,,,,,,,,,,,,,
"node/4273215888",55.9567905,-3.2450978,,,,,,"138",,,,"Queensferry Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W T Dunbar & Sons",,,,,,,,,,"+44 131 332 1917",,,,,,,,,,,,,"funeral_directors","survey",,,,,,,,,,,,,"http://www.wtdunbarfuneraldirectors.co.uk/",,,
"node/4274042301",55.9514003,-3.1857668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buff Concept",,,,,,,,,,,,,,,,,,,,,,,"beauty",,,,,,,,,,,,,,,,,
"node/4274042304",55.9514168,-3.1853399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elk & Wolf",,,,,,,,,,,,,,,,,,,,,,,"gift",,,,,,,,,,,,,,,,,
"node/4274042307",55.951421,-3.1852332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lauren Gollan",,,,,,,,,,,,,,,,,,,,,,,"beauty",,,,,,,,,,,,,,,,,
"node/4274042308",55.9514044,-3.1856601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mudo Art",,,,,,,,,,,,,,,,,,,,,,,"art",,,,,,,,,,,,,,,,,
"node/4274042311",55.951406,-3.185028,,,,,,"27",,,,"East Market Street",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vino",,,,,,,,,,,,,,,,,,,,,,,"alcohol",,,,,,,,,,,,,,"http://www.vinowines.co.uk/",,,
"node/4274042313",55.9513878,-3.186087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,
"node/4274042314",55.9514165,-3.1850883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,
"node/4274042316",55.9514127,-3.1854466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 Yard Box",,,,,,,,,,,,,,,,,,,,,,,"sports",,,,,,,,,,,,,,,,,
"node/4275332101",55.9570888,-3.2490109,,,,,,"5",,,,"Marischal Place",,,,,,,,,,,,,,,,,,,"Offers remedial, sports and Sweedish massages.",,,,,,,,,,"blackhalltherapy@hotmail.co.uk",,,,,,,,,,,,,,,,,,,,"Blackhall Therapy Centre",,,,,,,,,,"+44 789 454 1393",,,,,,,,,,,,,"massage","survey",,,,,,,,,,,,,"http://www.blackhalltherapy.co.uk/",,,
"node/4275420977",55.9570814,-3.2481998,,,,,,"202",,,,"Queensferry Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"beautique@info4hair.com",,,,,,,,,,,,,,,,,,,,"Beautique",,,,,"Tu-Th 09:00-21:00; Fr 09:00-18:00; Sa 09:00-16:00",,,,,"+44 131 315 4679",,,,,,,,,,,,,"beauty","survey",,,,,,,,,,,,,"http://www.beautiqueedinburgh.co.uk/",,,
"node/4275421889",55.9572652,-3.2482199,,,,,,"206A",,,,"Queensferry Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"enquiries@villageedinburgh.com",,,,,,,,,,,,,,,,,,,,"Village Garage",,,,,,,,,,"+44 131 315 2865",,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,"http://www.villageedinburgh.com/",,,
"node/4275830120",55.9574971,-3.2501861,,,,,,"1",,,,"Craigcrook Terrace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Press Tige Delux",,,,,,,,,,"+44 131 343 2971",,,,,,,,,,,,,"dry_cleaning","survey",,,,,,,,,,,,,,,,
"node/4275860221",55.9567929,-3.2527578,,,,,,"23",,,,"Gardiner Road",,,,,,,,,,,,,,,,,,,"Specialises in car diagnostics (the process of electronically testing the performance of your vehicle).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GFM Diagnostic Services",,,,,,,,,,"+44 131 343 1011",,,,,,,,,,,,,"car_repair","survey",,,,,,,,,,,,,"http://www.gfmdiagnostics.co.uk/",,,
"node/4277851983",55.9260638,-3.2094539,,,,,,"380",,,,"Morningside Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bus Stop Barbers",,,,,,,,,,,,,,,,,,,,,,,"hairdresser",,,,,,,,,,,,,,,,,
